#timestamp [ns], position.x [m], position.y [m], position.z [m], quaternion.w [], quaternion.x [], qquaternion.y [], quaternion.z []
0000000013050000000,-1.12568104,0.926607013,1.35910904,0.324788988,0.357318997,0.562231064,0.671365917
0000000013100000000,-1.16160405,0.905736029,1.36277997,0.314972013,0.330507994,0.57781899,0.676522017
0000000013150000000,-1.19430494,0.882480025,1.36363101,0.300976008,0.306201011,0.586418986,0.686852992
0000000013200000000,-1.22472501,0.85739702,1.36138499,0.287615001,0.28677699,0.592013001,0.69610101
0000000013250000000,-1.255651,0.831799984,1.35680604,0.275925994,0.266290009,0.597495019,0.704240024
0000000013300000000,-1.28608203,0.804854989,1.35146403,0.261644989,0.251996964,0.60580194,0.707844019
0000000013350000000,-1.31571698,0.777231991,1.34506404,0.247933,0.238644004,0.610423028,0.71341598
0000000013400000000,-1.34411204,0.749292016,1.33996701,0.236918002,0.236954004,0.613924026,0.714716971
0000000013450000000,-1.37380505,0.721177995,1.33755302,0.226550967,0.238365978,0.618031919,0.714068055
0000000013500000000,-1.40272403,0.69195801,1.33862603,0.215809003,0.235703021,0.62222904,0.714634001
0000000013550000000,-1.429353,0.661777973,1.34273195,0.199333981,0.229098007,0.625999987,0.718263984
0000000013600000000,-1.45337999,0.631776989,1.34637105,0.185357019,0.220500007,0.621635973,0.728416979
0000000013650000000,-1.48000705,0.601298988,1.34983802,0.177900031,0.204119012,0.62359798,0.733357012
0000000013700000000,-1.50944901,0.571343005,1.35355902,0.172928989,0.181564987,0.635335028,0.730396986
0000000013750000000,-1.537853,0.543016016,1.35611796,0.161665991,0.159391001,0.648378015,0.726679981
0000000013800000000,-1.56436503,0.515959024,1.35629404,0.14637199,0.142993987,0.658369958,0.724346042
0000000013850000000,-1.59079301,0.488846004,1.35399604,0.13504,0.132119,0.663931012,0.723536015
0000000013900000000,-1.61680102,0.460114986,1.34975898,0.124614999,0.123463996,0.670714974,0.720673025
0000000013950000000,-1.64314401,0.430193007,1.34438396,0.119172007,0.118280001,0.67484498,0.718604028
0000000014000000000,-1.66924202,0.399470001,1.33833003,0.115605012,0.116178997,0.675898075,0.718540013
0000000014050000000,-1.69579995,0.368030995,1.33354795,0.111541994,0.113872997,0.676310003,0.719164014
0000000014100000000,-1.72237396,0.335774988,1.33106697,0.107427001,0.110707007,0.675197065,0.721325934
0000000014150000000,-1.74776495,0.302987993,1.33219802,0.100472018,0.106883004,0.672522068,0.725392938
0000000014200000000,-1.77173901,0.269454986,1.33732903,0.0898649916,0.0957299918,0.671443999,0.729331017
0000000014250000000,-1.79261601,0.236738995,1.34155798,0.0725770071,0.0833360031,0.673125982,0.731225014
0000000014300000000,-1.809636,0.203299001,1.34600902,0.0490729958,0.0662379935,0.670903981,0.736948013
0000000014350000000,-1.82384396,0.167199999,1.35134804,0.0269540008,0.0402209982,0.670163989,0.740631998
0000000014400000000,-1.83501399,0.130380005,1.35526705,0.00810899958,0.0129509997,0.669525981,0.742631972
0000000014450000000,-1.84328401,0.0939320028,1.35663295,-0.0082559986,-0.00836400036,0.666924,0.745033026
0000000014500000000,-1.85021198,0.0573250018,1.35429704,-0.0231340006,-0.0294109993,0.665143013,0.745778024
0000000014550000000,-1.85580206,0.0196940005,1.34956396,-0.0346880034,-0.0475380011,0.663411975,0.745935977
0000000014600000000,-1.86103404,-0.0193310007,1.34386098,-0.0442540012,-0.0626690015,0.662373006,0.74523598
0000000014650000000,-1.86255598,-0.0582830012,1.33746898,-0.0543770008,-0.0748979971,0.660220981,0.745347023
0000000014700000000,-1.86139596,-0.0975129977,1.33265495,-0.0613209978,-0.0812020004,0.657292962,0.746734023
0000000014750000000,-1.85859394,-0.136592999,1.33073401,-0.0742790028,-0.0806889907,0.649955988,0.752017021
0000000014800000000,-1.85610104,-0.176477,1.33194602,-0.083355993,-0.0799179897,0.645318925,0.755135059
0000000014850000000,-1.85426199,-0.217108995,1.33689594,-0.0891690105,-0.0780460015,0.644298017,0.755539
0000000014900000000,-1.85216498,-0.256467015,1.34186995,-0.0958079994,-0.0794960037,0.643621027,0.755150974
0000000014950000000,-1.85122204,-0.294946998,1.34573603,-0.100126989,-0.0804589987,0.641275942,0.756483018
0000000015000000000,-1.85158205,-0.334482998,1.34891105,-0.100997001,-0.0897239968,0.644466996,0.752602994
0000000015050000000,-1.85282004,-0.37322399,1.35240698,-0.102611005,-0.0992060006,0.649342,0.746982992
0000000015100000000,-1.85283899,-0.41011399,1.35452998,-0.108461,-0.101075999,0.652077973,0.743514001
0000000015150000000,-1.851722,-0.446680993,1.35438895,-0.117119007,-0.106346019,0.65565604,0.73830092
0000000015200000000,-1.84939897,-0.485175014,1.35254097,-0.127895996,-0.112657011,0.656548977,0.734775007
0000000015250000000,-1.84657001,-0.525913,1.34882796,-0.13645497,-0.121039987,0.658170938,0.730439067
0000000015300000000,-1.84260499,-0.567489028,1.34328496,-0.144407019,-0.129641995,0.657952011,0.727625012
0000000015350000000,-1.83846295,-0.609535992,1.33777297,-0.151678994,-0.136328995,0.65793997,0.724929988
0000000015400000000,-1.83382404,-0.652055979,1.33428001,-0.160479993,-0.142158002,0.656925082,0.722832978
0000000015450000000,-1.82864201,-0.694166005,1.33407104,-0.17182,-0.148464993,0.653550029,0.72201699
0000000015500000000,-1.82270896,-0.735913992,1.33815098,-0.183578983,-0.160238996,0.650671005,0.719200015
0000000015550000000,-1.81607699,-0.775195003,1.34230995,-0.201288,-0.169709995,0.650314987,0.712580979
0000000015600000000,-1.80775106,-0.812904,1.34708405,-0.220173985,-0.180915982,0.650641978,0.703887999
0000000015650000000,-1.79479396,-0.850135028,1.35290301,-0.237397,-0.201704994,0.64674598,0.696187019
0000000015700000000,-1.77717197,-0.884360015,1.35764396,-0.255390018,-0.222427994,0.636220992,0.693198979
0000000015750000000,-1.757388,-0.915753007,1.359308,-0.272823006,-0.236059994,0.623495996,0.693611026
0000000015800000000,-1.73622,-0.947022974,1.35750401,-0.28581202,-0.249230996,0.613470018,0.692712009
0000000015850000000,-1.71360397,-0.979541004,1.35281301,-0.295964003,-0.262050033,0.605429053,0.690789998
0000000015900000000,-1.68963003,-1.01224899,1.34632599,-0.302323014,-0.274441987,0.599358022,0.688515007
0000000015950000000,-1.66454601,-1.04364502,1.33947003,-0.310184002,-0.279861987,0.595224977,0.68641901
0000000016000000000,-1.63793504,-1.07429898,1.33440495,-0.317924023,-0.279987991,0.593315005,0.684476018
0000000016050000000,-1.60973799,-1.10474098,1.33268094,-0.327219993,-0.277364999,0.592624009,0.681756973
0000000016100000000,-1.57988799,-1.13585305,1.33547604,-0.335581988,-0.279542029,0.591903985,0.677415013
0000000016150000000,-1.55028999,-1.16669798,1.34165204,-0.340563983,-0.284534961,0.590861917,0.673750043
0000000016200000000,-1.52345204,-1.19482398,1.34688199,-0.349965006,-0.282920003,0.589841008,0.670498013
0000000016250000000,-1.49744105,-1.22357297,1.35102797,-0.356547028,-0.28650099,0.58820498,0.666938007
0000000016300000000,-1.47192001,-1.25424302,1.35549903,-0.357448995,-0.297210008,0.588150978,0.661796987
0000000016350000000,-1.447505,-1.284302,1.35921597,-0.358590961,-0.308977991,0.589085996,0.654922009
0000000016400000000,-1.424119,-1.31234097,1.36088002,-0.364288032,-0.316698998,0.591427982,0.645916998
0000000016450000000,-1.40032005,-1.33970594,1.35992301,-0.373272985,-0.323276997,0.592530966,0.636448026
0000000016500000000,-1.37478101,-1.367836,1.35657001,-0.381352991,-0.330193996,0.592777014,0.627819002
0000000016550000000,-1.34764695,-1.39683902,1.35131896,-0.389304012,-0.338633001,0.592279971,0.618849993
0000000016600000000,-1.32074702,-1.42599404,1.34526896,-0.399876982,-0.343169987,0.590951025,0.610827029
0000000016650000000,-1.29351604,-1.45641804,1.34033597,-0.410075992,-0.346628964,0.590422988,0.602567017
0000000016700000000,-1.26496303,-1.48684502,1.33745503,-0.420148969,-0.349759012,0.588805974,0.595358014
0000000016750000000,-1.23562503,-1.51723802,1.33788395,-0.428678989,-0.351701975,0.587136984,0.589754999
0000000016800000000,-1.20601404,-1.54740095,1.34327304,-0.434433043,-0.362421989,0.581197023,0.584918022
0000000016850000000,-1.17861104,-1.57383204,1.34944499,-0.449178964,-0.369901001,0.581444979,0.56862396
0000000016900000000,-1.15111899,-1.59628606,1.356475,-0.465656996,-0.377243012,0.577414989,0.554476023
0000000016950000000,-1.12170696,-1.61515701,1.36368501,-0.480039001,-0.386928022,0.568481982,0.544682086
0000000017000000000,-1.09162199,-1.63070905,1.36815095,-0.495694995,-0.392484009,0.558166981,0.537301004
0000000017050000000,-1.06014001,-1.64484406,1.36896396,0.510178685,0.396732211,-0.548608303,-0.53042531
0000000017100000000,-1.02676702,-1.65866601,1.36713099,0.519920707,0.402081013,-0.5388304,-0.526952326
0000000017150000000,-0.991572976,-1.67119098,1.362764,0.526395082,0.403927207,-0.529964924,-0.528095901
0000000017200000000,-0.954124987,-1.68298495,1.35653198,0.528163671,0.404742301,-0.521901369,-0.533710361
0000000017250000000,-0.914610982,-1.69418597,1.34937203,0.528427005,0.406094044,-0.514265001,-0.539799988
0000000017300000000,-0.873260021,-1.70507801,1.34362304,0.529591024,0.407517999,-0.507238984,-0.544215918
0000000017350000000,-0.831085026,-1.71578598,1.33998895,0.531197071,0.408089966,-0.502336919,-0.546762884
0000000017400000000,-0.789444983,-1.72597003,1.33966398,0.536197424,0.404698491,-0.501446545,-0.5452196
0000000017450000000,-0.747337997,-1.73625696,1.34350801,0.538738847,0.404010117,-0.501507163,-0.543164134
0000000017500000000,-0.706008971,-1.74696505,1.34901404,0.539394677,0.404746473,-0.501093328,-0.542344272
0000000017550000000,-0.666620016,-1.75847602,1.35336304,0.542187154,0.403850883,-0.499635845,-0.541572809
0000000017600000000,-0.627508998,-1.77316797,1.35782003,0.541309416,0.410024434,-0.499197572,-0.538207591
0000000017650000000,-0.587759972,-1.79035294,1.36218703,0.535957217,0.424865782,-0.497071803,-0.534001768
0000000017700000000,-0.548408985,-1.80818701,1.36446702,0.526621044,0.440224797,-0.496957928,-0.53094995
0000000017750000000,-0.509645998,-1.82510304,1.36376703,0.519280434,0.452481478,-0.497998565,-0.526884615
0000000017800000000,-0.471037,-1.84049904,1.36033702,0.514545619,0.461657286,-0.497463346,-0.524067342
0000000017850000000,-0.432119995,-1.855093,1.35511005,0.512451589,0.46762237,-0.496311426,-0.521918416
0000000017900000000,-0.392661005,-1.86945903,1.34869206,0.512081981,0.473196,-0.494298995,-0.519159019
0000000017950000000,-0.352896988,-1.88463199,1.34182799,0.513449192,0.477651805,-0.493480802,-0.514487863
0000000018000000000,-0.312400013,-1.90075302,1.33663404,0.515995443,0.482323498,-0.492468506,-0.50851655
0000000018050000000,-0.272157013,-1.91700196,1.33383501,0.518126249,0.485866785,-0.49065879,-0.50470978
0000000018100000000,-0.232375994,-1.93280995,1.33503401,0.523240983,0.487340987,-0.488794982,-0.499796987
0000000018150000000,-0.193191007,-1.94769895,1.34041202,0.527787626,0.49184534,-0.484954327,-0.494316369
0000000018200000000,-0.156580001,-1.96028101,1.34594297,0.533289373,0.492929697,-0.485931665,-0.4863047
0000000018250000000,-0.120103002,-1.96929801,1.35172796,0.539230049,0.494399935,-0.482843935,-0.481311947
0000000018300000000,-0.0825619996,-1.97553897,1.35733199,0.543940902,0.501179218,-0.47316125,-0.478606254
0000000018350000000,-0.0467119999,-1.97816396,1.36124802,0.551106155,0.505213797,-0.462028712,-0.477045685
0000000018400000000,-0.0120700002,-1.97904897,1.362481,0.560811758,0.506518245,-0.451915175,-0.47402823
0000000018450000000,0.0242689997,-1.97906995,1.36057699,0.569150507,0.509294391,-0.441413343,-0.471001416
0000000018500000000,0.0635119975,-1.97924399,1.35597098,0.573045254,0.516212761,-0.429517806,-0.469741791
0000000018550000000,0.103927001,-1.97917902,1.34997296,0.575267136,0.52421087,-0.419553936,-0.467166871
0000000018600000000,0.143878996,-1.97747803,1.34364498,0.580717206,0.528726816,-0.411682874,-0.462311894
0000000018650000000,0.183551997,-1.97437096,1.33850205,0.588726044,0.5288589,-0.406844944,-0.456274927
0000000018700000000,0.223563001,-1.97099102,1.33557701,0.596212149,0.526215851,-0.408089876,-0.448430866
0000000018750000000,0.263963014,-1.967026,1.33625901,0.602498233,0.522159815,-0.409259856,-0.443678856
0000000018800000000,0.30410099,-1.96211696,1.340976,0.60446763,0.519405305,-0.410594195,-0.44300124
0000000018850000000,0.340510994,-1.95748603,1.34538901,0.611725211,0.51054585,-0.414358854,-0.439819813
0000000018900000000,0.377817005,-1.95418298,1.34927499,0.614257455,0.507787406,-0.415140361,-0.438747346
0000000018950000000,0.416238993,-1.95256102,1.35343206,0.610500395,0.512620687,-0.413875759,-0.439562708
0000000019000000000,0.45333001,-1.95175099,1.35709095,0.606633782,0.518237352,-0.414349467,-0.437879413
0000000019050000000,0.488254994,-1.95003903,1.35871804,0.607592523,0.519868433,-0.416332364,-0.432708323
0000000019100000000,0.523630023,-1.947312,1.35805702,0.610078692,0.52378732,-0.416543216,-0.424197227
0000000019150000000,0.561524987,-1.94389498,1.35516703,0.614573061,0.530918837,-0.41091767,-0.414214641
0000000019200000000,0.601455986,-1.94012105,1.35045803,0.617278576,0.540405452,-0.403957605,-0.404655576
0000000019250000000,0.641865015,-1.93572605,1.34465301,0.621193528,0.54884851,-0.395839661,-0.395213634
0000000019300000000,0.68194598,-1.93088901,1.33949399,0.627799153,0.555744827,-0.388222843,-0.38248992
0000000019350000000,0.722057998,-1.92494202,1.33661795,0.636926413,0.562806547,-0.377380341,-0.367639333
0000000019400000000,0.761929989,-1.91704404,1.33773804,0.646524847,0.57094115,-0.363086104,-0.352421075
0000000019450000000,0.801225007,-1.90661395,1.342502,0.656797707,0.580785334,-0.343629628,-0.336485624
0000000019500000000,0.836570024,-1.89425302,1.34554505,0.671220005,0.587677002,-0.325569004,-0.313216001
0000000019550000000,0.870887995,-1.87926805,1.349208,0.682328165,0.598137856,-0.306308955,-0.287808925
0000000019600000000,0.904129982,-1.86023498,1.35326099,0.689801693,0.611182213,-0.278077096,-0.270746112
0000000019650000000,0.933013022,-1.83845699,1.35625398,0.700009644,0.619044483,-0.251792789,-0.25173375
0000000019700000000,0.958293974,-1.81498504,1.356547,0.71250689,0.620690227,-0.231848717,-0.230916694
0000000019750000000,0.983585,-1.78947198,1.35303795,0.719574571,0.625338376,-0.211443156,-0.215538114
0000000019800000000,1.00925803,-1.76095295,1.34782696,0.726578653,0.629341424,-0.18958582,-0.200172812
0000000019850000000,1.03612804,-1.73082495,1.341537,0.728678405,0.636561632,-0.169420898,-0.187384874
0000000019900000000,1.06081295,-1.69899094,1.33485103,0.733152092,0.63930589,-0.152574986,-0.174632967
0000000019950000000,1.083619,-1.66603899,1.32983601,0.738540053,0.64011997,-0.142028987,-0.156948
0000000020000000000,1.10523498,-1.63166904,1.32785499,0.743566513,0.640182436,-0.133738071,-0.139248088
0000000020050000000,1.12673104,-1.59615898,1.32996905,0.745570958,0.642544031,-0.124661006,-0.125383019
0000000020100000000,1.14589703,-1.56114805,1.33459306,0.748321533,0.644415438,-0.109025076,-0.113392085
0000000020150000000,1.16237402,-1.52988601,1.33860803,0.753932297,0.642118752,-0.101335965,-0.0948699713
0000000020200000000,1.179878,-1.49824798,1.34237301,0.757106483,0.641953468,-0.0889910683,-0.0822600573
0000000020250000000,1.19893098,-1.46667194,1.34682906,0.756569028,0.644901991,-0.0778030008,-0.0751760006
0000000020300000000,1.21812797,-1.43582404,1.35032201,0.755111396,0.647943556,-0.0725890622,-0.0686110631
0000000020350000000,1.23732698,-1.40435696,1.35136998,0.752015412,0.652534485,-0.0694050491,-0.062090043
0000000020400000000,1.25701201,-1.37106097,1.34985995,0.749435246,0.656149745,-0.0667039752,-0.0580049753
0000000020450000000,1.27736497,-1.335163,1.34616601,0.746060014,0.660112023,-0.0655369908,-0.0578919947
0000000020500000000,1.29780805,-1.29728198,1.34041405,0.743519306,0.662969589,-0.0638170615,-0.0598210506
0000000020550000000,1.31844401,-1.25872803,1.33399296,0.742039979,0.66464901,-0.0619860068,-0.0614500046
0000000020600000000,1.33938503,-1.22064304,1.32908106,0.741761506,0.665355563,-0.0627869591,-0.0561169647
0000000020650000000,1.36099005,-1.18149698,1.32793105,0.74085772,0.667303324,-0.0601700209,-0.0470750183
0000000020700000000,1.38167,-1.14111197,1.33175397,0.740357935,0.669031084,-0.0526290052,-0.0387010053
0000000020750000000,1.400213,-1.10109198,1.337484,0.739145041,0.671294987,-0.0440949984,-0.0329129994
0000000020800000000,1.41553402,-1.06225502,1.34248602,0.73870492,0.672499061,-0.0385560021,-0.0239500031
0000000020850000000,1.42741001,-1.02252698,1.34750605,0.739879072,0.671843946,-0.030094998,-0.0172879994
0000000020900000000,1.43680501,-0.982208014,1.35239804,0.740561962,0.671555042,-0.0196980014,-0.013925002
0000000020950000000,1.44364595,-0.943148017,1.35523903,0.743018627,0.669092417,-0.0103459917,-0.0114359902
0000000021000000000,1.44889104,-0.904295027,1.35535598,0.745175123,0.666827857,-0.00333499955,-0.00658399845
0000000021050000000,1.45303404,-0.864372015,1.35192299,0.747637451,0.664086461,0.00528800441,0.000280000328
0000000021100000000,1.45592105,-0.823041022,1.34567297,0.750369191,0.660839856,0.0132159982,0.00787099823
0000000021150000000,1.45750999,-0.780452013,1.33821297,0.752874672,0.657748222,0.018261008,0.0146240043
0000000021200000000,1.45767903,-0.736684978,1.33216298,0.75467664,0.655383289,0.021899011,0.0213710088
0000000021250000000,1.45720994,-0.692252994,1.32894099,0.755094886,0.654570103,0.0235770028,0.0285300035
0000000021300000000,1.45687795,-0.647176981,1.32922304,0.753695071,0.655734956,0.0241709985,0.0370289981
0000000021350000000,1.45750403,-0.601848006,1.33360803,0.752024591,0.657324374,0.0232080128,0.0429590233
0000000021400000000,1.45863402,-0.558881998,1.33924901,0.749053121,0.660449862,0.0220129937,0.0473359898
0000000021450000000,1.46010602,-0.517485976,1.34438503,0.748151541,0.661375403,0.0196260121,0.0496710353
0000000021500000000,1.46257198,-0.475445002,1.34942102,0.746481121,0.663481891,0.0224519968,0.0453149937
0000000021550000000,1.46528196,-0.434783995,1.35393798,0.743211746,0.667258263,0.0283450112,0.0399950109
0000000021600000000,1.46798801,-0.396286011,1.35636103,0.740253031,0.670372963,0.0292989984,0.0420359969
0000000021650000000,1.470837,-0.357504994,1.35571206,0.736025214,0.674719751,0.0300989915,0.0459769852
0000000021700000000,1.47347605,-0.316287011,1.35218501,0.733315229,0.67735678,0.0327759907,0.0485999808
0000000021750000000,1.47580302,-0.272729993,1.34621096,0.731075346,0.679644585,0.0366020352,0.0476780422
0000000021800000000,1.47775996,-0.228475004,1.33909798,0.731691241,0.678980827,0.0376499891,0.0468529835
0000000021850000000,1.48064005,-0.183620006,1.33285105,0.730824649,0.679934382,0.0375759676,0.0466029607
0000000021900000000,1.48330605,-0.138558,1.32953095,0.731320977,0.679072022,0.0392250009,0.0499220006
0000000021950000000,1.48637199,-0.0941060036,1.330194,0.730897069,0.678824961,0.0419069938,0.0568319969
0000000022000000000,1.48825896,-0.0508189984,1.33466697,0.729392111,0.678662956,0.0506219938,0.0695779845
0000000022050000000,1.48881495,-0.00998600014,1.33952105,0.726786911,0.679011047,0.0560530052,0.0870800167
0000000022100000000,1.48725796,0.0317579992,1.34417999,0.723680317,0.679345608,0.0670630559,0.101389088
0000000022150000000,1.48308599,0.0747539997,1.34912205,0.722557008,0.677648067,0.0838939995,0.108010992
0000000022200000000,1.47677696,0.115860999,1.35253298,0.72420603,0.673020959,0.0980999991,0.113774993
0000000022250000000,1.47010398,0.154975995,1.35343301,0.725133657,0.669487298,0.107477047,0.120071068
0000000022300000000,1.46301794,0.193885997,1.35183096,0.724618733,0.667814195,0.114226036,0.126113042
0000000022350000000,1.45462203,0.233195007,1.34769404,0.724533677,0.665627301,0.122055054,0.130745053
0000000022400000000,1.44461,0.272603005,1.34203398,0.725127399,0.662865639,0.128477931,0.135248929
0000000022450000000,1.43312001,0.311652988,1.33582795,0.725436509,0.660606503,0.131679088,0.141429111
0000000022500000000,1.420205,0.350921988,1.33118403,0.726506531,0.657585502,0.131834894,0.149627879
0000000022550000000,1.40700698,0.391333997,1.32897305,0.726272702,0.655950248,0.133136064,0.156628072
0000000022600000000,1.39342701,0.433010012,1.33069801,0.725951374,0.654647589,0.133768126,0.162905142
0000000022650000000,1.37987494,0.474509001,1.33619499,0.724965751,0.653210163,0.140361041,0.167452052
0000000022700000000,1.36724102,0.511690974,1.34142101,0.725069225,0.651298761,0.138071954,0.176125944
0000000022750000000,1.35603702,0.549093008,1.345891,0.723873138,0.651305854,0.140475988,0.179093972
0000000022800000000,1.34627903,0.586421013,1.35011399,0.720325708,0.654208243,0.145455062,0.178845078
0000000022850000000,1.33690703,0.62183398,1.35342205,0.715524137,0.657694876,0.149546981,0.181928992
0000000022900000000,1.32663405,0.655059993,1.35495806,0.711125851,0.659612238,0.152212828,0.189846769
0000000022950000000,1.31540298,0.688458979,1.354074,0.708062887,0.659275115,0.157268018,0.198167026
0000000023000000000,1.30253303,0.723028004,1.35200596,0.704672217,0.658429801,0.163027957,0.20815596
0000000023050000000,1.28887296,0.758266985,1.34775496,0.699673057,0.659806967,0.17157197,0.213717967
0000000023100000000,1.27470899,0.794537008,1.34267795,0.698025644,0.656843364,0.179819092,0.221320122
0000000023150000000,1.25982296,0.831517994,1.338539,0.695482194,0.652717829,0.186929941,0.235203937
0000000023200000000,1.24450302,0.869010985,1.33619905,0.692128181,0.648874819,0.196955949,0.247240931
0000000023250000000,1.22837806,0.906109989,1.33664298,0.689020276,0.642917693,0.208974898,0.261221915
0000000023300000000,1.211941,0.941641986,1.34024298,0.684201002,0.63627398,0.222770989,0.278204024
0000000023350000000,1.19515097,0.974484026,1.34389102,0.675570786,0.629646182,0.238389075,0.300534129
0000000023400000000,1.17626297,1.00597501,1.348405,0.664751232,0.621078789,0.259919912,0.32374087
0000000023450000000,1.15485299,1.03533494,1.35413301,0.656386614,0.609495342,0.283181161,0.342755169
0000000023500000000,1.131827,1.06086898,1.35785997,0.649928093,0.595380962,0.301925927,0.363256931
0000000023550000000,1.10798395,1.08522701,1.35869205,0.64463973,0.583537221,0.31688115,0.378828138
0000000023600000000,1.08330905,1.10903001,1.35708404,0.634899318,0.575094759,0.331536859,0.395286798
0000000023650000000,1.05671597,1.13141799,1.35398304,0.62790978,0.565945268,0.348663568,0.404805481
0000000023700000000,1.02838898,1.14969802,1.35050201,0.619446397,0.557621658,0.36072877,0.418590724
0000000023750000000,1.00041497,1.16622496,1.34566998,0.612785339,0.550405622,0.36922279,0.430373728
0000000023800000000,0.971234024,1.18100297,1.34177899,0.605108261,0.542513788,0.377847821,0.443568826
0000000023850000000,0.941313028,1.19490004,1.33902597,0.594296873,0.536289036,0.384876728,0.459431857
0000000023900000000,0.910767972,1.20827997,1.33868897,0.580362916,0.529993057,0.39309603,0.47724402
0000000023950000000,0.879226983,1.22148395,1.34150195,0.567391872,0.522199094,0.406143069,0.490329087
0000000024000000000,0.84969902,1.23202002,1.34460497,0.552650154,0.515679955,0.412745148,0.508222938
0000000024050000000,0.820550978,1.24249494,1.347206,0.538266122,0.510302901,0.418268889,0.524319887
0000000024100000000,0.790054023,1.25394905,1.34988999,0.525042593,0.503195405,0.431505352,0.533787429
0000000024150000000,0.758713007,1.26458502,1.35343802,0.511598527,0.492580503,0.44988355,0.541511416
0000000024200000000,0.729394019,1.27224302,1.35656297,0.500674129,0.481608868,0.460153878,0.552843809
0000000024250000000,0.700716972,1.27809203,1.35702002,0.488009989,0.472710013,0.468632966,0.564601004
0000000024300000000,0.670509994,1.28346395,1.35595906,0.477115989,0.464287966,0.476442963,0.574280977
0000000024350000000,0.638351023,1.28886902,1.35371006,0.468604982,0.456636965,0.484939992,0.580280006
0000000024400000000,0.605082989,1.29372597,1.350371,0.460890979,0.448837996,0.492446989,0.586190999
0000000024450000000,0.570052028,1.29743505,1.34754002,0.452600986,0.43562299,0.495110989,0.600207984
0000000024500000000,0.534892976,1.30177498,1.34444404,0.443371981,0.426735014,0.500249028,0.609154999
0000000024550000000,0.499561995,1.30576301,1.34234202,0.434334993,0.418500036,0.506309986,0.616329014
0000000024600000000,0.463948995,1.30875194,1.34269702,0.424418032,0.409713,0.509042025,0.626802027
0000000024650000000,0.427926987,1.30990505,1.347592,0.412573069,0.406630039,0.517288983,0.629957914
0000000024700000000,0.394777,1.31015205,1.35056901,0.39932996,0.397378981,0.522369027,0.64012301
0000000024750000000,0.36293599,1.30763602,1.35301197,0.383080035,0.386529028,0.527413011,0.652441978
0000000024800000000,0.33248201,1.30201805,1.35566604,0.368855,0.372983009,0.53461498,0.662582994
0000000024850000000,0.303992987,1.29325604,1.35864699,0.355393976,0.356429994,0.54063195,0.674070001
0000000024900000000,0.277312994,1.28266001,1.35999405,0.342712998,0.341181993,0.547963977,0.68255198
0000000024950000000,0.251525015,1.27040195,1.35933399,0.330473006,0.325702041,0.55944097,0.686827004
0000000025000000000,0.225975007,1.25628304,1.35734403,0.316299975,0.309540987,0.566905975,0.69480598
0000000025050000000,0.201224998,1.24022496,1.35395002,0.30360198,0.293664992,0.575278997,0.70045799
0000000025100000000,0.17757,1.22266805,1.34925497,0.290524989,0.279166013,0.579907,0.708073974
0000000025150000000,0.154882997,1.20382404,1.34432101,0.279139042,0.265951991,0.586403012,0.712378025
0000000025200000000,0.132871002,1.18360698,1.34100199,0.265774012,0.258127004,0.590384007,0.717064977
0000000025250000000,0.111502998,1.16198504,1.340114,0.254126012,0.253807008,0.594112992,0.71974498
0000000025300000000,0.0897200033,1.13868105,1.34294903,0.242053986,0.251926988,0.594627023,0.724128008
0000000025350000000,0.0684619993,1.11532605,1.34749305,0.235260978,0.243259981,0.598285973,0.726312995
0000000025400000000,0.0495200008,1.09458995,1.35017705,0.225171015,0.242510006,0.601164997,0.727383971
0000000025450000000,0.0308389999,1.07368898,1.35195994,0.218603,0.240649998,0.604058981,0.727608025
0000000025500000000,0.011442,1.05135405,1.35502994,0.219145,0.234901011,0.60827899,0.725804985
0000000025550000000,-0.00703499978,1.02944005,1.35871005,0.21893099,0.22783801,0.612569988,0.724511027
0000000025600000000,-0.0238569994,1.00877595,1.36055505,0.210528031,0.227353007,0.620956004,0.720000982
0000000025650000000,-0.0405380018,0.986783028,1.361063,0.200846002,0.222925007,0.623418987,0.722020984
0000000025700000000,-0.0569909997,0.963756025,1.35841501,0.193607986,0.223706007,0.629429996,0.718532979
0000000025750000000,-0.0749450028,0.938974977,1.35529304,0.191176996,0.219418004,0.632512987,0.717797995
0000000025800000000,-0.0934529975,0.913496971,1.35139799,0.188146994,0.219538003,0.634169936,0.717099011
0000000025850000000,-0.112471998,0.886388004,1.34748995,0.184311032,0.216281027,0.635317087,0.718069971
0000000025900000000,-0.132808,0.858537018,1.34456205,0.182610989,0.215572983,0.635685027,0.718391001
0000000025950000000,-0.153582007,0.830146015,1.34308696,0.177764013,0.211462021,0.637202978,0.719483018
0000000026000000000,-0.174941003,0.800493002,1.34485698,0.167628005,0.200369999,0.642279029,0.720577002
0000000026050000000,-0.194873005,0.769163013,1.34901905,0.152702004,0.178524002,0.648895025,0.72370398
0000000026100000000,-0.211155996,0.73843497,1.351215,0.130697012,0.154651016,0.653644979,0.729210973
0000000026150000000,-0.225519001,0.705864012,1.35326004,0.107551999,0.129400998,0.656284988,0.735512018
0000000026200000000,-0.237935007,0.672065973,1.35558295,0.0955540091,0.0946969986,0.662850976,0.73656702
0000000026250000000,-0.247093007,0.638862014,1.35820401,0.078583993,0.0686950013,0.665352941,0.739196062
0000000026300000000,-0.254395992,0.607240975,1.35820496,0.0654259995,0.0496359989,0.665054023,0.742265999
